crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Cowpea(Lobia),2018,Rabi       ,Telangana,3925.0,4411,636635.0,1373.75,1.134090909,26.52,551.12,53.79,77,48,24,7.0
Dry chillies,2018,Kharif     ,Telangana,74559.0,320087,12093469.8,26095.65,4.320967742,26.52,551.12,53.79,77,48,24,7.0
Dry chillies,2018,Rabi       ,Telangana,7962.0,48929,1291436.4,2786.7,6.026666667,26.52,551.12,53.79,77,48,24,7.0
Garlic,2018,Rabi       ,Telangana,86.0,220,13949.2,30.1,2.463333333,26.52,551.12,53.79,77,48,24,7.0
Ginger,2018,Kharif     ,Telangana,1615.0,11166,261953.0,565.25,6.954,26.52,551.12,53.79,77,48,24,7.0
Ginger,2018,Rabi       ,Telangana,8.0,55,1297.6,2.8,6.915,26.52,551.12,53.79,77,48,24,7.0
Gram,2018,Rabi       ,Telangana,104391.0,163835,16932220.2,36536.85,1.575,26.52,551.12,53.79,77,48,24,7.0
Groundnut,2018,Kharif     ,Telangana,13157.0,32947,2134065.4,4604.95,2.439565217,26.52,551.12,53.79,77,48,24,7.0
Groundnut,2018,Rabi       ,Telangana,113355.0,282189,18386181.0,39674.25,2.329,26.52,551.12,53.79,77,48,24,7.0
Horse-gram,2018,Kharif     ,Telangana,144.0,92,23356.8,50.4,0.654,26.52,551.12,53.79,77,48,24,7.0
Horse-gram,2018,Rabi       ,Telangana,736.0,467,119379.2,257.6,0.668571429,26.52,551.12,53.79,77,48,24,7.0
Jowar,2018,Kharif     ,Telangana,34894.0,32485,5659806.8,12212.9,0.941904762,26.52,551.12,53.79,77,48,24,7.0
Jowar,2018,Rabi       ,Telangana,21185.0,35026,3436207.0,7414.75,1.624230769,26.52,551.12,53.79,77,48,24,7.0
Maize,2018,Kharif     ,Telangana,426342.0,1323976,69152672.4,149219.7,3.95625,26.52,551.12,53.79,77,48,24,7.0
Maize,2018,Rabi       ,Telangana,116724.0,759015,18932632.8,40853.4,6.026451613,26.52,551.12,53.79,77,48,24,7.0
Moong(Green Gram),2018,Kharif     ,Telangana,65643.0,41307,10647294.6,22975.05,0.618,26.52,551.12,53.79,77,48,24,7.0
Moong(Green Gram),2018,Rabi       ,Telangana,6648.0,6301,1078305.6,2326.8,0.961923077,26.52,551.12,53.79,77,48,24,7.0
Onion,2018,Kharif     ,Telangana,4812.0,62954,780506.4,1684.2,12.82,26.52,551.12,53.79,77,48,24,7.0
Onion,2018,Rabi       ,Telangana,7422.0,216343,1203848.4,2597.7,28.15518519,26.52,551.12,53.79,77,48,24,7.0
Potato,2018,Kharif     ,Telangana,8.0,24,1297.6,2.8,3.0,26.52,551.12,53.79,77,48,24,7.0
Potato,2018,Rabi       ,Telangana,1939.0,36016,314505.8,678.65,16.048,26.52,551.12,53.79,77,48,24,7.0
Ragi,2018,Kharif     ,Telangana,1034.0,1011,167714.8,361.9,0.974285714,26.52,551.12,53.79,77,48,24,7.0
Ragi,2018,Rabi       ,Telangana,176.0,173,28547.2,61.6,0.994285714,26.52,551.12,53.79,77,48,24,7.0
Rice,2018,Kharif     ,Telangana,1189264.0,4135049,192898620.8,416242.4,3.3065625,26.52,551.12,53.79,77,48,24,7.0
Rice,2018,Rabi       ,Telangana,742508.0,2533895,120434797.6,259877.8,3.208125,26.52,551.12,53.79,77,48,24,7.0
Safflower,2018,Rabi       ,Telangana,2552.0,1543,413934.4,893.2,0.749,26.52,551.12,53.79,77,48,24,7.0
Sesamum,2018,Kharif     ,Telangana,770.0,132,124894.0,269.5,0.167857143,26.52,551.12,53.79,77,48,24,7.0
Sesamum,2018,Rabi       ,Telangana,16893.0,11831,2740044.6,5912.55,0.687727273,26.52,551.12,53.79,77,48,24,7.0
Small millets,2018,Kharif     ,Telangana,96.0,97,15571.2,33.6,0.986666667,26.52,551.12,53.79,77,48,24,7.0
Small millets,2018,Rabi       ,Telangana,24.0,24,3892.8,8.4,1.0,26.52,551.12,53.79,77,48,24,7.0
Soyabean,2018,Kharif     ,Telangana,148113.0,234599,24023928.6,51839.55,1.544705882,26.52,551.12,53.79,77,48,24,7.0
Sugarcane,2018,Kharif     ,Telangana,39824.0,3169577,6459452.8,13938.4,80.47047619,26.52,551.12,53.79,77,48,24,7.0
Sunflower,2018,Kharif     ,Telangana,124.0,243,20112.8,43.4,1.98,26.52,551.12,53.79,77,48,24,7.0
Sunflower,2018,Rabi       ,Telangana,2414.0,4733,391550.8,844.9,1.984,26.52,551.12,53.79,77,48,24,7.0
Sweet potato,2018,Kharif     ,Telangana,6.0,38,973.2,2.1,6.33,26.52,551.12,53.79,77,48,24,7.0
Sweet potato,2018,Rabi       ,Telangana,83.0,527,13462.6,29.05,6.35,26.52,551.12,53.79,77,48,24,7.0
Tobacco,2018,Kharif     ,Telangana,1150.0,3423,186530.0,402.5,4.306666667,26.52,551.12,53.79,77,48,24,7.0
Tobacco,2018,Rabi       ,Telangana,2891.0,9132,468920.2,1011.85,4.26,26.52,551.12,53.79,77,48,24,7.0
Turmeric,2018,Kharif     ,Telangana,53104.0,345270,8613468.8,18586.4,6.31,26.52,551.12,53.79,77,48,24,7.0
Urad,2018,Kharif     ,Telangana,26783.0,22628,4344202.6,9374.05,0.862307692,26.52,551.12,53.79,77,48,24,7.0
Urad,2018,Rabi       ,Telangana,5289.0,7828,857875.8,1851.15,1.3956,26.52,551.12,53.79,77,48,24,7.0
Wheat,2018,Rabi       ,Telangana,4844.0,9093,785696.8,1695.4,1.807,26.52,551.12,53.79,77,48,24,7.0
Arhar/Tur,2018,Kharif     ,Tripura,5533.0,4279,897452.6,1936.55,0.7675,24.74,2745.03,79.71,62,20,35,5.9
Cotton(lint),2018,Kharif     ,Tripura,812.0,1216,131706.4,284.2,1.4175,24.74,2745.03,79.71,62,20,35,5.9
Cowpea(Lobia),2018,Kharif     ,Tripura,4145.0,3215,672319.0,1450.75,0.765,24.74,2745.03,79.71,62,20,35,5.9
Gram,2018,Rabi       ,Tripura,257.0,172,41685.4,89.95,0.67,24.74,2745.03,79.71,62,20,35,5.9
Groundnut,2018,Kharif     ,Tripura,1257.0,1670,203885.4,439.95,1.31625,24.74,2745.03,79.71,62,20,35,5.9
Groundnut,2018,Rabi       ,Tripura,994.0,1430,161226.8,347.9,1.43,24.74,2745.03,79.71,62,20,35,5.9
Jowar,2018,Kharif     ,Tripura,563.0,450,91318.6,197.05,0.77875,24.74,2745.03,79.71,62,20,35,5.9
Jowar,2018,Rabi       ,Tripura,397.0,317,64393.4,138.95,0.796666667,24.74,2745.03,79.71,62,20,35,5.9
Jute,2018,Kharif     ,Tripura,656.0,5838,106403.2,229.6,9.015,24.74,2745.03,79.71,62,20,35,5.9
Khesari,2018,Rabi       ,Tripura,28.0,18,4541.6,9.8,0.652,24.74,2745.03,79.71,62,20,35,5.9
Maize,2018,Kharif     ,Tripura,13519.0,17430,2192781.8,4731.65,1.3075,24.74,2745.03,79.71,62,20,35,5.9
Maize,2018,Rabi       ,Tripura,2463.0,5265,399498.6,862.05,2.12375,24.74,2745.03,79.71,62,20,35,5.9
Masoor,2018,Rabi       ,Tripura,2515.0,1876,407933.0,880.25,0.73625,24.74,2745.03,79.71,62,20,35,5.9
Mesta,2018,Kharif     ,Tripura,493.0,4118,79964.6,172.55,8.14625,24.74,2745.03,79.71,62,20,35,5.9
Moong(Green Gram),2018,Kharif     ,Tripura,2082.0,1255,337700.4,728.7,0.60125,24.74,2745.03,79.71,62,20,35,5.9
Moong(Green Gram),2018,Rabi       ,Tripura,1961.0,1303,318074.2,686.35,0.66625,24.74,2745.03,79.71,62,20,35,5.9
Other  Rabi pulses,2018,Rabi       ,Tripura,857.0,724,139005.4,299.95,0.8575,24.74,2745.03,79.71,62,20,35,5.9
Other Kharif pulses,2018,Kharif     ,Tripura,123.0,119,19950.6,43.05,0.918,24.74,2745.03,79.71,62,20,35,5.9
Peas & beans (Pulses),2018,Rabi       ,Tripura,3393.0,2850,550344.6,1187.55,0.84,24.74,2745.03,79.71,62,20,35,5.9
Rapeseed &Mustard,2018,Rabi       ,Tripura,7729.0,6424,1253643.8,2705.15,0.83125,24.74,2745.03,79.71,62,20,35,5.9
Rice,2018,Autumn     ,Tripura,35340.0,93453,5732148.0,12369.0,2.50625,24.74,2745.03,79.71,62,20,35,5.9
Rice,2018,Kharif     ,Tripura,15382.0,16267,2494960.4,5383.7,1.05375,24.74,2745.03,79.71,62,20,35,5.9
Rice,2018,Summer     ,Tripura,70742.0,232551,11474352.4,24759.7,3.0775,24.74,2745.03,79.71,62,20,35,5.9
Rice,2018,Winter     ,Tripura,147900.0,450930,23989380.0,51765.0,3.03375,24.74,2745.03,79.71,62,20,35,5.9
Sesamum,2018,Kharif     ,Tripura,6967.0,4332,1130047.4,2438.45,0.63375,24.74,2745.03,79.71,62,20,35,5.9
Small millets,2018,Kharif     ,Tripura,583.0,466,94562.6,204.05,0.83875,24.74,2745.03,79.71,62,20,35,5.9
Soyabean,2018,Kharif     ,Tripura,56.0,41,9083.2,19.6,0.758333333,24.74,2745.03,79.71,62,20,35,5.9
Soyabean,2018,Rabi       ,Tripura,45.0,36,7299.0,15.75,0.818,24.74,2745.03,79.71,62,20,35,5.9
Sugarcane,2018,Whole Year ,Tripura,662.0,35914,107376.4,231.7,55.4425,24.74,2745.03,79.71,62,20,35,5.9
Urad,2018,Kharif     ,Tripura,2526.0,1471,409717.2,884.1,0.58625,24.74,2745.03,79.71,62,20,35,5.9
Urad,2018,Rabi       ,Tripura,2334.0,1634,378574.8,816.9,0.69875,24.74,2745.03,79.71,62,20,35,5.9
Wheat,2018,Rabi       ,Tripura,157.0,332,25465.4,54.95,2.08625,24.74,2745.03,79.71,62,20,35,5.9
other oilseeds,2018,Rabi       ,Tripura,53.0,41,8596.6,18.55,0.755,24.74,2745.03,79.71,62,20,35,5.9
Arhar/Tur,2018,Kharif     ,Uttar Pradesh,250575.0,271683,40643265.0,87701.25,1.021111111,25.95,1381.52,52.36,120,45,35,7.6
Bajra,2018,Kharif     ,Uttar Pradesh,876724.0,1779291,142204632.8,306853.4,1.701290323,25.95,1381.52,52.36,120,45,35,7.6
Banana,2018,Summer     ,Uttar Pradesh,70471.0,3222568,11430396.2,24664.85,45.99080645,25.95,1381.52,52.36,120,45,35,7.6
Barley,2018,Rabi       ,Uttar Pradesh,150880.0,454980,24472736.0,52808.0,3.080810811,25.95,1381.52,52.36,120,45,35,7.6
Coriander,2018,Rabi       ,Uttar Pradesh,6635.0,5259,1076197.0,2322.25,0.79421875,25.95,1381.52,52.36,120,45,35,7.6
Cotton(lint),2018,Kharif     ,Uttar Pradesh,5699.0,1953,924377.8,1994.65,0.393333333,25.95,1381.52,52.36,120,45,35,7.6
Dry chillies,2018,Kharif     ,Uttar Pradesh,13763.0,12716,2232358.6,4817.05,0.938333333,25.95,1381.52,52.36,120,45,35,7.6
Garlic,2018,Rabi       ,Uttar Pradesh,34313.0,227337,5565568.6,12009.55,6.654,25.95,1381.52,52.36,120,45,35,7.6
Ginger,2018,Kharif     ,Uttar Pradesh,904.0,4294,146628.8,316.4,4.7475,25.95,1381.52,52.36,120,45,35,7.6
Gram,2018,Rabi       ,Uttar Pradesh,572383.0,727945,92840522.6,200334.05,1.325384615,25.95,1381.52,52.36,120,45,35,7.6
Groundnut,2018,Kharif     ,Uttar Pradesh,101032.0,100470,16387390.4,35361.2,1.026129032,25.95,1381.52,52.36,120,45,35,7.6
Guar seed,2018,Kharif     ,Uttar Pradesh,2024.0,1451,328292.8,708.4,0.7145,25.95,1381.52,52.36,120,45,35,7.6
Jowar,2018,Kharif     ,Uttar Pradesh,147490.0,183966,23922878.0,51621.5,1.185,25.95,1381.52,52.36,120,45,35,7.6
Linseed,2018,Rabi       ,Uttar Pradesh,27870.0,17579,4520514.0,9754.5,0.635416667,25.95,1381.52,52.36,120,45,35,7.6
Maize,2018,Kharif     ,Uttar Pradesh,673768.0,1392479,109285169.6,235818.8,1.9284,25.95,1381.52,52.36,120,45,35,7.6
Maize,2018,Rabi       ,Uttar Pradesh,13442.0,37694,2180292.4,4704.7,2.801395349,25.95,1381.52,52.36,120,45,35,7.6
Maize,2018,Summer     ,Uttar Pradesh,45815.0,94700,7431193.0,16035.25,2.061333333,25.95,1381.52,52.36,120,45,35,7.6
Masoor,2018,Rabi       ,Uttar Pradesh,475681.0,488137,77155458.2,166488.35,1.00472973,25.95,1381.52,52.36,120,45,35,7.6
Moong(Green Gram),2018,Kharif     ,Uttar Pradesh,50515.0,21427,8193533.0,17680.25,0.486231884,25.95,1381.52,52.36,120,45,35,7.6
Moong(Green Gram),2018,Summer     ,Uttar Pradesh,41462.0,34413,6725136.4,14511.7,0.794444444,25.95,1381.52,52.36,120,45,35,7.6
Onion,2018,Rabi       ,Uttar Pradesh,14729.0,227984,2389043.8,5155.15,15.80146667,25.95,1381.52,52.36,120,45,35,7.6
Onion,2018,Summer     ,Uttar Pradesh,12749.0,150144,2067887.8,4462.15,11.87676056,25.95,1381.52,52.36,120,45,35,7.6
Peas & beans (Pulses),2018,Rabi       ,Uttar Pradesh,333220.0,539012,54048284.0,116627.0,1.507702703,25.95,1381.52,52.36,120,45,35,7.6
Potato,2018,Rabi       ,Uttar Pradesh,571399.0,17056711,92680917.8,199989.65,27.7596,25.95,1381.52,52.36,120,45,35,7.6
Rapeseed &Mustard,2018,Rabi       ,Uttar Pradesh,753181.0,1117198,122165958.2,263613.35,1.237733333,25.95,1381.52,52.36,120,45,35,7.6
Rice,2018,Kharif     ,Uttar Pradesh,5894983.0,15932429,956166242.6,2063244.05,2.6056,25.95,1381.52,52.36,120,45,35,7.6
Rice,2018,Summer     ,Uttar Pradesh,29145.0,87266,4727319.0,10200.75,2.662631579,25.95,1381.52,52.36,120,45,35,7.6
Sannhamp,2018,Kharif     ,Uttar Pradesh,1770.0,340,287094.0,619.5,0.164193548,25.95,1381.52,52.36,120,45,35,7.6
Sesamum,2018,Kharif     ,Uttar Pradesh,327257.0,74028,53081085.4,114539.95,0.216901408,25.95,1381.52,52.36,120,45,35,7.6
Small millets,2018,Kharif     ,Uttar Pradesh,6078.0,4589,985851.6,2127.3,0.75,25.95,1381.52,52.36,120,45,35,7.6
Small millets,2018,Summer     ,Uttar Pradesh,63.0,57,10218.6,22.05,0.95,25.95,1381.52,52.36,120,45,35,7.6
Soyabean,2018,Kharif     ,Uttar Pradesh,22722.0,20472,3685508.4,7952.7,0.902307692,25.95,1381.52,52.36,120,45,35,7.6
Sugarcane,2018,Kharif     ,Uttar Pradesh,2223805.0,179698158,360701171.0,778331.75,68.77786667,25.95,1381.52,52.36,120,45,35,7.6
Sunflower,2018,Summer     ,Uttar Pradesh,1245.0,1699,201939.0,435.75,1.359090909,25.95,1381.52,52.36,120,45,35,7.6
Sweet potato,2018,Kharif     ,Uttar Pradesh,15693.0,180243,2545404.6,5492.55,11.44955882,25.95,1381.52,52.36,120,45,35,7.6
Tobacco,2018,Rabi       ,Uttar Pradesh,25327.0,54342,4108039.4,8864.45,2.135416667,25.95,1381.52,52.36,120,45,35,7.6
Tobacco,2018,Summer     ,Uttar Pradesh,1025.0,2472,166255.0,358.75,2.37875,25.95,1381.52,52.36,120,45,35,7.6
Turmeric,2018,Rabi       ,Uttar Pradesh,1420.0,1913,230324.0,497.0,1.254230769,25.95,1381.52,52.36,120,45,35,7.6
Urad,2018,Kharif     ,Uttar Pradesh,521486.0,289614,84585029.2,182520.1,0.672297297,25.95,1381.52,52.36,120,45,35,7.6
Urad,2018,Summer     ,Uttar Pradesh,45514.0,35754,7382370.8,15929.9,0.82265625,25.95,1381.52,52.36,120,45,35,7.6
Wheat,2018,Rabi       ,Uttar Pradesh,9855900.0,38039724,1598626980.0,3449565.0,3.8556,25.95,1381.52,52.36,120,45,35,7.6
Arhar/Tur,2018,Kharif     ,Uttarakhand,3199.0,2571,518877.8,1119.65,0.745833333,17.97,1510.52,57.73,80,24,38,6.4
Barley,2018,Rabi       ,Uttarakhand,18926.0,27023,3069797.2,6624.1,1.435384615,17.97,1510.52,57.73,80,24,38,6.4
Garlic,2018,Whole Year ,Uttarakhand,4384.0,32761,711084.8,1534.4,6.039130435,17.97,1510.52,57.73,80,24,38,6.4
Gram,2018,Rabi       ,Uttarakhand,795.0,646,128949.0,278.25,0.76,17.97,1510.52,57.73,80,24,38,6.4
Groundnut,2018,Kharif     ,Uttarakhand,709.0,735,114999.8,248.15,1.025,17.97,1510.52,57.73,80,24,38,6.4
Horse-gram,2018,Kharif     ,Uttarakhand,12898.0,11419,2092055.6,4514.3,0.885454545,17.97,1510.52,57.73,80,24,38,6.4
Linseed,2018,Rabi       ,Uttarakhand,13.0,13,2108.6,4.55,1.0,17.97,1510.52,57.73,80,24,38,6.4
Maize,2018,Kharif     ,Uttarakhand,21266.0,40107,3449345.2,7443.1,1.77,17.97,1510.52,57.73,80,24,38,6.4
Maize,2018,Summer     ,Uttarakhand,118.0,166,19139.6,41.3,1.656,17.97,1510.52,57.73,80,24,38,6.4
Masoor,2018,Rabi       ,Uttarakhand,8981.0,7891,1456718.2,3143.35,0.848461538,17.97,1510.52,57.73,80,24,38,6.4
Moong(Green Gram),2018,Kharif     ,Uttarakhand,1.0,1,162.2,0.35,1.0,17.97,1510.52,57.73,80,24,38,6.4
Moth,2018,Kharif     ,Uttarakhand,20.0,9,3244.0,7.0,0.48,17.97,1510.52,57.73,80,24,38,6.4
Onion,2018,Whole Year ,Uttarakhand,3345.0,53748,542559.0,1170.75,16.14384615,17.97,1510.52,57.73,80,24,38,6.4
Other  Rabi pulses,2018,Rabi       ,Uttarakhand,5.0,3,811.0,1.75,0.666666667,17.97,1510.52,57.73,80,24,38,6.4
Other Cereals,2018,Kharif     ,Uttarakhand,768.0,407,124569.6,268.8,0.561428571,17.97,1510.52,57.73,80,24,38,6.4
Other Cereals,2018,Rabi       ,Uttarakhand,755.0,568,122461.0,264.25,0.74,17.97,1510.52,57.73,80,24,38,6.4
Other Kharif pulses,2018,Kharif     ,Uttarakhand,14373.0,15537,2331300.6,5030.55,1.035454545,17.97,1510.52,57.73,80,24,38,6.4
Other Summer Pulses,2018,Summer     ,Uttarakhand,3.0,2,486.6,1.05,0.67,17.97,1510.52,57.73,80,24,38,6.4
Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,5552.0,5551,900534.4,1943.2,0.718461538,17.97,1510.52,57.73,80,24,38,6.4
Potato,2018,Kharif     ,Uttarakhand,6970.0,69123,1130534.0,2439.5,10.553,17.97,1510.52,57.73,80,24,38,6.4
Potato,2018,Rabi       ,Uttarakhand,4955.0,60075,803701.0,1734.25,11.87384615,17.97,1510.52,57.73,80,24,38,6.4
Ragi,2018,Kharif     ,Uttarakhand,94004.0,114457,15247448.8,32901.4,1.364545455,17.97,1510.52,57.73,80,24,38,6.4
Rapeseed &Mustard,2018,Rabi       ,Uttarakhand,13144.0,12258,2131956.8,4600.4,0.863076923,17.97,1510.52,57.73,80,24,38,6.4
Rice,2018,Kharif     ,Uttarakhand,243666.0,574963,39522625.2,85283.1,1.804615385,17.97,1510.52,57.73,80,24,38,6.4
Rice,2018,Summer     ,Uttarakhand,15682.0,51570,2543620.4,5488.7,3.283333333,17.97,1510.52,57.73,80,24,38,6.4
Sesamum,2018,Kharif     ,Uttarakhand,1848.0,550,299745.6,646.8,0.260833333,17.97,1510.52,57.73,80,24,38,6.4
Small millets,2018,Kharif     ,Uttarakhand,53829.0,68899,8731063.8,18840.15,1.236363636,17.97,1510.52,57.73,80,24,38,6.4
Soyabean,2018,Kharif     ,Uttarakhand,9054.0,9681,1468558.8,3168.9,0.959166667,17.97,1510.52,57.73,80,24,38,6.4
Sugarcane,2018,Whole Year ,Uttarakhand,92863.0,6459016,15062378.6,32502.05,73.1,17.97,1510.52,57.73,80,24,38,6.4
Sunflower,2018,Kharif     ,Uttarakhand,5.0,3,811.0,1.75,0.6,17.97,1510.52,57.73,80,24,38,6.4
Sunflower,2018,Summer     ,Uttarakhand,3.0,3,486.6,1.05,1.0,17.97,1510.52,57.73,80,24,38,6.4
Tobacco,2018,Whole Year ,Uttarakhand,1.0,2,162.2,0.35,2.0,17.97,1510.52,57.73,80,24,38,6.4
Turmeric,2018,Whole Year ,Uttarakhand,1308.0,4092,212157.6,457.8,2.91,17.97,1510.52,57.73,80,24,38,6.4
Urad,2018,Kharif     ,Uttarakhand,12491.0,10727,2026040.2,4371.85,0.950769231,17.97,1510.52,57.73,80,24,38,6.4
Urad,2018,Summer     ,Uttarakhand,49.0,32,7947.8,17.15,0.825,17.97,1510.52,57.73,80,24,38,6.4
Wheat,2018,Rabi       ,Uttarakhand,307452.0,927657,49868714.4,107608.2,2.349230769,17.97,1510.52,57.73,80,24,38,6.4
other oilseeds,2018,Kharif     ,Uttarakhand,17.0,16,2757.4,5.95,0.8225,17.97,1510.52,57.73,80,24,38,6.4
other oilseeds,2018,Rabi       ,Uttarakhand,8.0,5,1297.6,2.8,0.583333333,17.97,1510.52,57.73,80,24,38,6.4
Arhar/Tur,2018,Rabi       ,West Bengal,3605.0,5564,584731.0,1261.75,1.621875,25.54,1433.2,73.36,85,40,45,6.2
Bajra,2018,Kharif     ,West Bengal,71.0,29,11516.2,24.85,0.41,25.54,1433.2,73.36,85,40,45,6.2
Barley,2018,Rabi       ,West Bengal,665.0,1009,107863.0,232.75,1.4925,25.54,1433.2,73.36,85,40,45,6.2
Castor seed,2018,Kharif     ,West Bengal,19.0,11,3081.8,6.65,0.58,25.54,1433.2,73.36,85,40,45,6.2
Coconut ,2018,Whole Year ,West Bengal,30815.0,385025000,4998193.0,10785.25,12018.40727,25.54,1433.2,73.36,85,40,45,6.2
Cotton(lint),2018,Kharif     ,West Bengal,360.0,1753,58392.0,126.0,4.87,25.54,1433.2,73.36,85,40,45,6.2
Gram,2018,Rabi       ,West Bengal,35907.0,42338,5824115.4,12567.45,1.097,25.54,1433.2,73.36,85,40,45,6.2
Groundnut,2018,Autumn     ,West Bengal,3917.0,3856,635337.4,1370.95,1.301666667,25.54,1433.2,73.36,85,40,45,6.2
Groundnut,2018,Rabi       ,West Bengal,9748.0,18896,1581125.6,3411.8,1.654375,25.54,1433.2,73.36,85,40,45,6.2
Groundnut,2018,Summer     ,West Bengal,53347.0,165221,8652883.4,18671.45,2.840555556,25.54,1433.2,73.36,85,40,45,6.2
Horse-gram,2018,Rabi       ,West Bengal,1405.0,697,227891.0,491.75,0.568571429,25.54,1433.2,73.36,85,40,45,6.2
Jowar,2018,Autumn     ,West Bengal,64.0,30,10380.8,22.4,0.47,25.54,1433.2,73.36,85,40,45,6.2
Jute,2018,Kharif     ,West Bengal,518259.0,6669698,84061609.8,181390.65,25.43055556,25.54,1433.2,73.36,85,40,45,6.2
Khesari,2018,Rabi       ,West Bengal,92500.0,72804,15003500.0,32375.0,0.858095238,25.54,1433.2,73.36,85,40,45,6.2
Linseed,2018,Rabi       ,West Bengal,3945.0,1759,639879.0,1380.75,0.437058824,25.54,1433.2,73.36,85,40,45,6.2
Maize,2018,Autumn     ,West Bengal,53660.0,182239,8703652.0,18781.0,3.236666667,25.54,1433.2,73.36,85,40,45,6.2
Maize,2018,Rabi       ,West Bengal,102911.0,745795,16692164.2,36018.85,4.09,25.54,1433.2,73.36,85,40,45,6.2
Maize,2018,Summer     ,West Bengal,107731.0,804847,17473968.2,37705.85,3.972380952,25.54,1433.2,73.36,85,40,45,6.2
Masoor,2018,Rabi       ,West Bengal,170200.0,141070,27606440.0,59570.0,0.846666667,25.54,1433.2,73.36,85,40,45,6.2
Mesta,2018,Kharif     ,West Bengal,10751.0,130963,1743812.2,3762.85,10.75538462,25.54,1433.2,73.36,85,40,45,6.2
Moong(Green Gram),2018,Kharif     ,West Bengal,2594.0,1948,420746.8,907.9,0.79,25.54,1433.2,73.36,85,40,45,6.2
Moong(Green Gram),2018,Rabi       ,West Bengal,965.0,684,156523.0,337.75,0.694444444,25.54,1433.2,73.36,85,40,45,6.2
Moong(Green Gram),2018,Summer     ,West Bengal,61018.0,29205,9897119.6,21356.3,0.95,25.54,1433.2,73.36,85,40,45,6.2
Niger seed,2018,Kharif     ,West Bengal,1184.0,593,192044.8,414.4,0.493333333,25.54,1433.2,73.36,85,40,45,6.2
Other  Rabi pulses,2018,Rabi       ,West Bengal,700.0,525,113540.0,245.0,0.75,25.54,1433.2,73.36,85,40,45,6.2
Other Kharif pulses,2018,Kharif     ,West Bengal,1840.0,1230,298448.0,644.0,0.656,25.54,1433.2,73.36,85,40,45,6.2
Peas & beans (Pulses),2018,Rabi       ,West Bengal,17100.0,20010,2773620.0,5985.0,1.205714286,25.54,1433.2,73.36,85,40,45,6.2
Potato,2018,Rabi       ,West Bengal,436042.0,11052272,70726012.4,152614.7,27.25909091,25.54,1433.2,73.36,85,40,45,6.2
Potato,2018,Summer     ,West Bengal,1635.0,19421,265197.0,572.25,8.02,25.54,1433.2,73.36,85,40,45,6.2
Ragi,2018,Autumn     ,West Bengal,3274.0,2929,531042.8,1145.9,0.74,25.54,1433.2,73.36,85,40,45,6.2
Rapeseed &Mustard,2018,Rabi       ,West Bengal,605933.0,734557,98282332.6,212076.55,0.98,25.54,1433.2,73.36,85,40,45,6.2
Rice,2018,Autumn     ,West Bengal,230980.0,609496,37464956.0,80843.0,2.672380952,25.54,1433.2,73.36,85,40,45,6.2
Rice,2018,Summer     ,West Bengal,1279500.0,4615344,207534900.0,447825.0,3.45952381,25.54,1433.2,73.36,85,40,45,6.2
Rice,2018,Winter     ,West Bengal,4002092.0,11282409,649139322.4,1400732.2,2.744545455,25.54,1433.2,73.36,85,40,45,6.2
Safflower,2018,Kharif     ,West Bengal,6.0,4,973.2,2.1,0.67,25.54,1433.2,73.36,85,40,45,6.2
Sannhamp,2018,Kharif     ,West Bengal,434.0,1705,70394.8,151.9,4.336,25.54,1433.2,73.36,85,40,45,6.2
Sesamum,2018,Autumn     ,West Bengal,1144.0,741,185556.8,400.4,0.7925,25.54,1433.2,73.36,85,40,45,6.2
Sesamum,2018,Summer     ,West Bengal,238159.0,229396,38629389.8,83355.65,0.911904762,25.54,1433.2,73.36,85,40,45,6.2
Sesamum,2018,Winter     ,West Bengal,484.0,349,78504.8,169.4,0.72,25.54,1433.2,73.36,85,40,45,6.2
Small millets,2018,Autumn     ,West Bengal,261.0,256,42334.2,91.35,0.696666667,25.54,1433.2,73.36,85,40,45,6.2
Small millets,2018,Rabi       ,West Bengal,5160.0,6913,836952.0,1806.0,1.405,25.54,1433.2,73.36,85,40,45,6.2
Soyabean,2018,Kharif     ,West Bengal,416.0,334,67475.2,145.6,1.036666667,25.54,1433.2,73.36,85,40,45,6.2
Sugarcane,2018,Whole Year ,West Bengal,18805.0,1588816,3050171.0,6581.75,84.535,25.54,1433.2,73.36,85,40,45,6.2
Sunflower,2018,Kharif     ,West Bengal,8454.0,8050,1371238.8,2958.9,1.173529412,25.54,1433.2,73.36,85,40,45,6.2
Tobacco,2018,Whole Year ,West Bengal,14691.0,21967,2382880.2,5141.85,1.556666667,25.54,1433.2,73.36,85,40,45,6.2
Urad,2018,Kharif     ,West Bengal,66685.0,43811,10816307.0,23339.75,0.5755,25.54,1433.2,73.36,85,40,45,6.2
Urad,2018,Rabi       ,West Bengal,8186.0,8056,1327769.2,2865.1,0.727,25.54,1433.2,73.36,85,40,45,6.2
Wheat,2018,Rabi       ,West Bengal,112147.0,337751,18190243.4,39251.45,2.483,25.54,1433.2,73.36,85,40,45,6.2
Arhar/Tur,2019,Kharif     ,Arunachal Pradesh,819.0,712,140671.44,303.03,0.872777778,22.52,2411.52,78.3,55,15,35,5.5
